iata,name,city,country,latitude,longitude,timezone
CIS,Canton Island Airport,Abariringa,Kiribati,-2.76812005043,-171.710006714,Pacific/Kanton
CIT,Shymkent International Airport,Shymkent,Kazakhstan,42.365021,69.47564,Asia/Almaty
CIU,Chippewa County International Airport,Sault Ste Marie,United States,46.242038,-84.462082,America/Detroit
CIW,Canouan Airport,Canouan,Saint Vincent and the Grenadines,12.699,-61.3424,America/St_Vincent
CIX,Capitán FAP José A. Quiñones González International Airport,Chiclayo,Peru,-6.789223,-79.828254,America/Lima
CIY,Comiso Airport,Comiso,Italy,36.99583,14.60889,Europe/Rome
CIZ,Danilson Municipal Airport,Coari,Brazil,-4.13406,-63.132599,America/Manaus
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,-7.13918,-78.489403,America/Lima
CJB,Coimbatore International Airport,Coimbatore,India,11.03,77.043404,Asia/Kolkata
CJC,El Loa Airport,Calama,Chile,-22.498199,-68.903603,America/Santiago
CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Cheongju,South Korea,36.71556,127.500289,Asia/Seoul
CJL,Chitral Airport,Chitral,Pakistan,35.886213,71.799922,Asia/Karachi
CJS,Abraham González International Airport,Ciudad Juarez,Mexico,31.636673,-106.428533,America/Ciudad_Juarez
CJU,Jeju International Airport,Jeju City,South Korea,33.512058,126.492548,Asia/Seoul
CKA,Kegelman AF Aux Field,Cherokee,United States,36.734348,-98.123531,America/Chicago
CKB,North Central West Virginia Airport,Clarksburg,United States,39.2966,-80.228104,America/New_York
CKC,Cherkasy International Airport,Cherkasy,Ukraine,49.4156,31.9953,Europe/Kyiv
CKG,Chongqing Jiangbei International Airport,Chongqing,China,29.712254,106.651895,Asia/Shanghai
CKH,Chokurdakh Airport,Chokurdah,Russia,70.6231,147.901993,Asia/Srednekolymsk
CKK,Sharp County Regional Airport,Ash Flat,United States,36.26490021,-91.56259918,America/Chicago
CKL,Chkalovskiy Air Base,Moscow,Russia,55.8783,38.061699,Europe/Moscow
CKM,Fletcher Field,Clarksdale,United States,34.2997016907,-90.512298584,America/Chicago
CKN,Crookston Municipal Kirkwood Field,Crookston,United States,47.8417015076,-96.62159729,America/Chicago
CKO,Cornélio Procópio Airport,Cornelio Procopio,Brazil,-23.152711,-50.602868,America/Sao_Paulo
CKS,Carajás Airport,Carajas,Brazil,-6.117841,-50.003372,America/Belem
CKT,Sarakhs Airport,Sarakhs,Iran,36.501202,61.064899,Asia/Tehran
CKV,Clarksville–Montgomery County Regional Airport,Clarksville,United States,36.6218986511,-87.4150009155,America/Chicago
CKW,Christmas Creek Airport,Christmas Creek mine,Australia,-22.354302,119.642603,Australia/Perth
CKY,Ahmed Sékou Touré International Airport,Conakry,Guinea,9.57689,-13.612,Africa/Conakry
CKZ,Çanakkale Airport,Canakkale,Turkey,40.1376991272,26.4267997742,Europe/Istanbul
CLA,Comilla Airport,Comilla,Bangladesh,23.440133,91.188685,Asia/Dhaka
CLD,McClellan-Palomar Airport,Carlsbad,United States,33.1283,-117.279999,America/Los_Angeles
CLE,Cleveland Hopkins International Airport,Cleveland,United States,41.411701,-81.8498,America/New_York
CLI,Clintonville Municipal Airport,Clintonville,United States,44.6138000488,-88.731300354,America/Chicago
CLJ,Avram Iancu Cluj International Airport,Cluj-Napoca,Romania,46.786042,23.685733,Europe/Bucharest
CLK,Clinton Regional Airport,Clinton,United States,35.5383,-98.932701,America/Chicago
CLL,Easterwood Field,College Station,United States,30.5886,-96.3638,America/Chicago
CLM,William R Fairchild International Airport,Port Angeles,United States,48.120201,-123.5,America/Los_Angeles
CLN,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,-7.32044,-47.458698,America/Fortaleza
CLO,Alfonso Bonilla Aragon International Airport,Cali,Colombia,3.542717,-76.381898,America/Bogota
CLP,Clarks Point Airport,Clarks Point,United States,58.833698,-158.529007,America/Anchorage
CLQ,Licenciado Miguel de la Madrid International Airport,Colima,Mexico,19.277,-103.577002,America/Mexico_City
CLR,Cliff Hatfield Memorial Airport,Calipatria,United States,33.1315002441,-115.521003723,America/Los_Angeles
CLS,Chehalis Centralia Airport,Chehalis,United States,46.676998,-122.983002,America/Los_Angeles
CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007019043,-80.9430999755859,America/New_York
CLU,Columbus Municipal Airport,Columbus,United States,39.262386,-85.895576,America/Indiana/Indianapolis
CLV,Nelson Ribeiro Guimarães Airport,Caldas Novas,Brazil,-17.725096,-48.606324,America/Sao_Paulo
CLW,Clearwater Air Park,Clearwater,United States,27.9766998291,-82.7586975098,America/New_York
CLX,Aeródromo de Clorinda,Clorinda,Argentina,-25.3036,-57.7344,America/Argentina/Cordoba
CLY,Calvi Sainte Catherine Airport,Calvi/Sainte-Catherine,France,42.530422,8.792984,Europe/Paris
CLZ,Calabozo Airport,Guarico,Venezuela,8.924656,-67.417091,America/Caracas
CMB,Bandaranaike International Colombo Airport,Colombo,Sri Lanka,7.1807599067688,79.8841018676758,Asia/Colombo
CMC,Camocim - Pinto Martins Airport,Camocim,Brazil,-2.895596,-40.859299,America/Fortaleza
CME,Ciudad del Carmen International Airport,Ciudad del Carmen,Mexico,18.6536998748779,-91.7990036010742,America/Merida
CMF,Chambéry Aix les Bains airport,Chambery/Aix-les-Bains,France,45.6381,5.88023,Europe/Paris
CMG,Corumbá International Airport,Corumba,Brazil,-19.01193,-57.672772,America/Campo_Grande
CMH,John Glenn Columbus International Airport,Columbus,United States,39.998001,-82.891899,America/New_York
CMI,University of Illinois Willard Airport,Champaign/Urbana,United States,40.039819,-88.276249,America/Chicago
CMJ,Qimei Airport,Qimei,Taiwan,23.213127,119.417539,Asia/Taipei
CMK,Club Makokola Airport,Club Makokola,Malawi,-14.306483,35.131477,Africa/Blantyre
CMM,Carmelita Airport,Carmelita,Guatemala,17.461201,-90.053703,America/Guatemala
CMN,Mohammed V International Airport,Casablanca,Morocco,33.3675,-7.58997,Africa/Casablanca
CMO,Hobyo Airport,Obbia,Somalia,5.358003,48.515281,Africa/Mogadishu
CMP,Santana do Araguaia Airport,Santana Do Araguaia,Brazil,-9.319906,-50.328536,America/Belem
CMR,Colmar Houssen airport,Colmar/Houssen,France,48.109901,7.35901,Europe/Paris
CMS,Iskushuban Airport,Scusciuban,Somalia,10.313889,50.205556,Africa/Mogadishu
CMU,Chimbu Airport,Kundiawa,Papua New Guinea,-6.02429008483887,144.970993041992,Pacific/Port_Moresby
CMW,Ignacio Agramonte International Airport,Camaguey,Cuba,21.419909,-77.848039,America/Havana
CMX,Houghton County Memorial Airport,Hancock,United States,47.168399810791,-88.4890975952148,America/Detroit
CMY,Sparta Fort McCoy Airport,Sparta,United States,43.958009,-90.737886,America/Chicago
CND,Mihail Kogălniceanu International Airport,Constanta,Romania,44.362202,28.4883,Europe/Bucharest
CNF,Tancredo Neves International Airport,Belo Horizonte,Brazil,-19.63571,-43.966928,America/Sao_Paulo
CNG,Cognac-Châteaubernard (BA 709) Air Base,Cognac/Chateaubernard,France,45.658298,-0.3175,Europe/Paris
CNH,Claremont Municipal Airport,Claremont,United States,43.3703994751,-72.3686981201,America/New_York
CNI,Changhai Dachangshandao Airport,Changhai,China,39.266441,122.66696,Asia/Shanghai
CNJ,Cloncurry Airport,Cloncurry,Australia,-20.6686000824,140.503997803,Australia/Brisbane
CNK,Blosser Municipal Airport,Concordia,United States,39.5493011475,-97.6522979736,America/Chicago
CNL,Sindal Airport,Sindal,Denmark,57.503502,10.2294,Europe/Copenhagen
CNM,Cavern City Air Terminal,Carlsbad,United States,32.3375015258789,-104.263000488281,America/Denver
CNN,Kannur International Airport,Mattanur,India,11.916343,75.544979,Asia/Kolkata
CNO,Chino Airport,Chino,United States,33.97470093,-117.637001,America/Los_Angeles
CNP,Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,70.743103,-22.650499,America/Scoresbysund
CNQ,Corrientes Airport,Corrientes,Argentina,-27.4455,-58.7619,America/Argentina/Cordoba
CNR,Chañaral Airport,Chanaral,Chile,-26.3325,-70.6073,America/Santiago
CNS,Cairns International Airport,Cairns,Australia,-16.878921,145.74948,Australia/Brisbane
CNU,Chanute Martin Johnson Airport,Chanute,United States,37.668173,-95.486727,America/Chicago
CNV,Sócrates Rezende Airport,Canavieiras,Brazil,-15.666999816895,-38.954700469971,America/Bahia
CNW,TSTC Waco Airport,Waco,United States,31.641129,-97.073335,America/Chicago
CNX,Chiang Mai International Airport,Chiang Mai,Thailand,18.7667999268,98.962600708,Asia/Bangkok
CNY,Canyonlands Regional Airport,Moab,United States,38.755001,-109.754997,America/Denver
COC,Comodoro Pierrestegui Airport,Concordia,Argentina,-31.2969,-57.9966,America/Argentina/Cordoba
COD,Yellowstone Regional Airport,Cody,United States,44.520199,-109.024002,America/Denver
COE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,United States,47.7743,-116.82,America/Los_Angeles
COF,Patrick Space Force Base,Cocoa Beach,United States,28.2349,-80.6101,America/New_York
COG,Mandinga Airport,Condoto,Colombia,5.072007,-76.676373,America/Bogota
COI,Merritt Island Airport,Merritt Island,United States,28.3416004181,-80.6855010986,America/New_York
COK,Cochin International Airport,Cochin,India,10.151047,76.400838,Asia/Kolkata
COL,Coll Airport,Coll Island,United Kingdom,56.601898,-6.61778,Europe/London
COM,Coleman Municipal Airport,Coleman,United States,31.8411006927,-99.4036026001,America/Chicago
CON,Concord Municipal Airport,Concord,United States,43.20270157,-71.50229645,America/New_York
COO,Cotonou Cadjehoun International Airport,Cotonou,Benin,6.35723,2.38435,Africa/Porto-Novo
COR,Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport,Cordoba,Argentina,-31.312346,-64.208329,America/Argentina/Cordoba
COS,City of Colorado Springs Municipal Airport,Colorado Springs,United States,38.805801,-104.700996,America/Denver
COT,Cotulla-La Salle County Airport,Cotulla,United States,28.45669937,-99.22029877,America/Chicago
COU,Columbia Regional Airport,Columbia,United States,38.8181,-92.219597,America/Chicago
COV,Çukurova International Airport,Tarsus,Turkey,36.891478,35.071235,Europe/Istanbul
COW,Tambillos Airport,Coquimbo,Chile,-30.198889,-71.246944,America/Santiago
COZ,Constanza - Expedición 14 de Junio National Airport,Costanza,Dominican Republic,18.907499,-70.721901,America/Santo_Domingo
CPA,Cape Palmas Airport,Harper,Liberia,4.37902021408081,-7.69694995880127,Africa/Monrovia
CPB,Capurganá Airport,Capurgana,Colombia,8.632169,-77.350262,America/Bogota
CPC,Aviador C. Campos Airport,Chapelco/San Martin de los Andes,Argentina,-40.075401,-71.137299,America/Argentina/Salta
CPE,Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,19.815969,-90.500125,America/Merida
CPF,Ngloram Airport,Tjepu-Java Island,Indonesia,-7.195522,111.545287,Asia/Jakarta
CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,55.617900848389,12.656000137329,Europe/Copenhagen
CPL,General Navas Pardo Airport,Chaparral,Colombia,3.724293,-75.465785,America/Bogota
CPM,Compton Woodley Airport,Compton,United States,33.8899993896,-118.244003296,America/Los_Angeles
CPO,Desierto de Atacama Airport,Copiapo,Chile,-27.2611999512,-70.7791976929,America/Santiago
CPP,Coposa Airport,Pica,Chile,-20.7505,-68.683502,America/Santiago
CPR,Casper-Natrona County International Airport,Casper,United States,42.907381,-106.461609,America/Denver
CPS,St Louis Downtown Airport,Cahokia/St Louis,United States,38.5707015991,-90.1561965942,America/Chicago
CPT,Cape Town International Airport,Cape Town,South Africa,-33.97403,18.604333,Africa/Johannesburg
CPU,Cururupu Airport,Cururupu,Brazil,-1.820006,-44.864065,America/Fortaleza
CPV,Presidente João Suassuna Airport,Campina Grande,Brazil,-7.269662,-35.896057,America/Fortaleza
CPX,Benjamin Rivera Noriega Airport,Culebra Island,Puerto Rico,18.312954,-65.303893,America/Puerto_Rico
CQA,Canarana Airport,Canarana,Brazil,-13.574444,-52.270557,America/Cuiaba
CQD,Shahrekord Airport,Shahrekord,Iran,32.2971992493,50.8422012329,Asia/Tehran
CQF,Calais Marck Airport,Marck,France,50.962101,1.95476,Europe/Paris
CQM,Ciudad Real International Airport,Ciudad Real,Spain,38.856479,-3.969944,Europe/Madrid
CQS,Costa Marques Airport,Costa Marques,Brazil,-12.4211,-64.251602,America/Porto_Velho
CQW,Chongqing Xiannüshan Airport,Wulong,China,29.465658,107.693664,Asia/Shanghai
CRA,Craiova International Airport,Craiova,Romania,44.3181,23.888599,Europe/Bucharest
CRC,Santa Ana Airport,Cartago,Colombia,4.75818,-75.9557,America/Bogota
CRD,General Enrique Mosconi International Airport,Comodoro Rivadavia,Argentina,-45.786941,-67.463355,America/Argentina/Catamarca
CRE,Grand Strand Airport,North Myrtle Beach,United States,33.8116989136,-78.7238998413,America/New_York
CRF,Carnot Airport,Carnot,Central African Republic,4.93699979782104,15.8940000534058,Africa/Bangui
CRG,Jacksonville Executive at Craig Airport,Jacksonville,United States,30.3362998962,-81.5143966675,America/New_York
CRI,Colonel Hill Airport,Colonel Hill,Bahamas,22.7456,-74.182404,America/Nassau
CRK,Clark International Airport / Clark Air Base,Angeles City,Philippines,15.186,120.559998,Asia/Manila
CRL,Brussels South Charleroi Airport,Brussels,Belgium,50.461963,4.459562,Europe/Brussels
CRM,Catarman National Airport,Catarman,Philippines,12.50161,124.635258,Asia/Manila
CRO,Corcoran Airport,Corcoran,United States,36.102661,-119.594815,America/Los_Angeles
CRP,Corpus Christi International Airport,Corpus Christi,United States,27.770399,-97.501198,America/Chicago
CRQ,Caravelas Airport,Caravelas,Brazil,-17.6523,-39.253101,America/Bahia
CRR,Ceres Airport,Ceres,Argentina,-29.872292,-61.927925,America/Argentina/Cordoba
CRS,C David Campbell Field Corsicana Municipal Airport,Corsicana,United States,32.0280990601,-96.4005966187,America/Chicago
CRT,Z M Jack Stell Field,Crossett,United States,33.1782989502,-91.8802032471,America/Chicago
CRU,Lauriston Airport,Carriacou Island,Grenada,12.4761,-61.472801,America/Grenada
CRV,Crotone Sant'Anna Pythagoras Airport,Crotone,Italy,38.9972,17.0802,Europe/Rome
CRW,Yeager Airport,Charleston,United States,38.3731,-81.593201,America/New_York
CRX,Roscoe Turner Airport,Corinth,United States,34.9150009155,-88.6035003662,America/Chicago
CRZ,Türkmenabat International Airport,Turkmenabat,Turkmenistan,38.930662,63.563982,Asia/Ashgabat
CSA,Colonsay Airstrip,Colonsay,United Kingdom,56.057499,-6.24306,Europe/London
CSB,Caransebeş Airport,Caransebes,Romania,45.420142,22.252507,Europe/Bucharest
CSC,Mojica Airport,Canas,Costa Rica,10.4307003021,-85.1745986938,America/Costa_Rica
CSF,Creil Air Base,Creil,France,49.253502,2.51914,Europe/Paris
CSG,Columbus Airport,Columbus,United States,32.516415,-84.939602,America/New_York
CSH,Solovki Airport,Solovetsky Islands,Russia,65.029999,35.733334,Europe/Moscow
CSK,Cap Skirring Airport,Cap Skirring,Senegal,12.39533,-16.748,Africa/Dakar
CSM,Clinton Sherman Airport,Clinton,United States,35.3398017883,-99.2005004883,America/Chicago
CSN,Carson Airport,Carson City,United States,39.194331,-119.734312,America/Los_Angeles
CSO,Cochstedt Airport,Magdeburg,Germany,51.8564,11.4203,Europe/Berlin
CSQ,Creston Municipal Airport,Creston,United States,41.0214004517,-94.3632965088,America/Chicago
CSS,Cassilândia Airport,Cassilandia,Brazil,-19.146861,-51.676941,America/Campo_Grande
CSU,Santa Cruz do Sul Airport,Santa Cruz Do Sul,Brazil,-29.684099,-52.412201,America/Sao_Paulo
CSV,Crossville Memorial Airport Whitson Field,Crossville,United States,35.95131,-85.08499,America/Chicago
CSX,Changsha Huanghua International Airport,Changsha,China,28.189199,113.220001,Asia/Shanghai
CSY,Cheboksary Airport,Cheboksary,Russia,56.090302,47.347301,Europe/Moscow
CSZ,Brigadier D.H.E. Ruiz Airport,Coronel Suarez,Argentina,-37.446098,-61.889301,America/Argentina/Buenos_Aires
CTA,Catania-Fontanarossa Airport,Catania,Italy,37.466801,15.0664,Europe/Rome
CTB,Cut Bank International Airport,Cut Bank,United States,48.608657,-112.378183,America/Denver
CTC,Coronel Felipe Varela International Airport,Catamarca,Argentina,-28.593117,-65.7512,America/Argentina/Catamarca
CTD,Alonso Valderrama Airport,Chitre,Panama,7.98784,-80.409837,America/Panama
CTF,Coatepeque Airport,Coatepeque,Guatemala,14.6942,-91.8825,America/Guatemala
CTG,Rafael Nuñez International Airport,Cartagena,Colombia,10.4424,-75.513,America/Bogota
CTH,Chester County G O Carlson Airport,Coatesville,United States,39.97900009,-75.8655014,America/New_York
CTI,Cuito Cuanavale Airport,Cuito Cuanavale,Angola,-15.1603,19.156099,Africa/Luanda
CTL,Charleville Airport,Charleville,Australia,-26.4132995605,146.261993408,Australia/Brisbane
CTM,Chetumal International Airport,Chetumal,Mexico,18.504985,-88.328018,America/Cancun
CTP,Carutapera Airport,Carutapera,Brazil,-1.225365,-46.019057,America/Fortaleza
CTQ,Santa Vitória do Palmar Airport,Santa Vitoria Do Palmar,Brazil,-33.502038,-53.344911,America/Sao_Paulo
CTS,New Chitose Airport,Chitose / Tomakomai,Japan,42.774753,141.690414,Asia/Tokyo
CTT,Le Castellet Airport,Le Castellet,France,43.252499,5.78519,Europe/Paris
CTU,Chengdu Shuangliu International Airport,Chengdu,China,30.558257,103.945966,Asia/Shanghai
CTY,Cross City Airport,Cross City,United States,29.6354999542,-83.1047973633,America/New_York
CTZ,Sampson County Airport,Clinton,United States,34.9756011963,-78.3646011353,America/New_York
CUA,Ciudad Constitución National Airport,Ciudad Constitucion,Mexico,25.053801,-111.614998,America/Mazatlan
CUB,Jim Hamilton L.B. Owens Airport,Columbia,United States,33.970500946,-80.9952011108,America/New_York
CUC,Camilo Daza International Airport,Cucuta,Colombia,7.92757,-72.5115,America/Bogota
CUE,Mariscal Lamar Airport,Cuenca,Ecuador,-2.88947,-78.984398,America/Guayaquil
CUF,Cuneo International Airport,Cuneo,Italy,44.547458,7.623045,Europe/Rome
CUH,Cushing Municipal Airport,Cushing,United States,35.950496,-96.772371,America/Chicago
CUL,Bachigualato Federal International Airport,Culiacan,Mexico,24.76504,-107.475228,America/Mazatlan
CUN,Cancún International Airport,Cancun,Mexico,21.040817,-86.87347,America/Cancun
CUO,Carurú Airport,Caruru,Colombia,1.013822,-71.297343,America/Bogota
CUP,General Francisco Bermúdez Airport,Carupano,Venezuela,10.660014,-63.261681,America/Caracas
CUR,Hato International Airport,Willemstad,Curaçao,12.1889,-68.959801,America/Curacao
CUT,Cutral-Co Airport,Cutral-Co,Argentina,-38.939701,-69.264603,America/Argentina/Salta
CUU,General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,28.702649,-105.963764,America/Chihuahua
CUV,Casigua El Cubo Airport,Casigua El Cubo,Venezuela,8.75814,-72.536301,America/Caracas
CUZ,Alejandro Velasco Astete International Airport,Cusco,Peru,-13.5356998444,-71.9387969971,America/Lima
CVE,Coveñas Airport,Covenas,Colombia,9.40092,-75.6913,America/Bogota
CVF,Courchevel Altiport,Courcheval,France,45.397531,6.63498,Europe/Paris
CVG,Cincinnati Northern Kentucky International Airport,Hebron,United States,39.048801,-84.667801,America/New_York
CVH,Caviahue Airport,Lafontaine,Argentina,-37.851398,-71.009201,America/Argentina/Salta
CVM,General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,23.7033,-98.956497,America/Monterrey
CVN,Clovis Municipal Airport,Clovis,United States,34.426594,-103.078794,America/Denver
CVO,Corvallis Municipal Airport,Corvallis,United States,44.49720001,-123.2900009,America/Los_Angeles
CVS,Cannon Air Force Base,Clovis,United States,34.382801,-103.321999,America/Denver
CVT,Coventry Airport,Coventry,United Kingdom,52.369701,-1.47972,Europe/London
CVU,Corvo Airport,Corvo,Portugal,39.671501,-31.1136,Atlantic/Azores
CWA,Central Wisconsin Airport,Mosinee,United States,44.777448,-89.670238,America/Chicago
CWB,Curitiba-Afonso Pena International Airport,Curitiba,Brazil,-25.5285,-49.1758,America/Sao_Paulo
CWC,Chernivtsi International Airport,Chernivtsi,Ukraine,48.2593002319336,25.9808006286621,Europe/Kyiv
CWF,Chennault International Airport,Lake Charles,United States,30.2106,-93.143204,America/Chicago
CWI,Clinton Municipal Airport,Clinton,United States,41.8311004639,-90.3291015625,America/Chicago
CWK,Chitrakoot Airport,Chitrakoot,India,25.167694,80.9358,Asia/Kolkata
CWL,Cardiff International Airport,Cardiff,United Kingdom,51.396702,-3.34333,Europe/London
CWX,Cochise County Airport,Willcox,United States,32.245399,-109.894997,America/Phoenix
CXB,Cox's Bazar Airport,Cox's Bazar,Bangladesh,21.457517,91.963263,Asia/Dhaka
CXF,Coldfoot Airport,Coldfoot,United States,67.2521972656,-150.203994751,America/Anchorage
CXH,Vancouver Harbour Water Aerodrome,Vancouver,Canada,49.291265,-123.11717,America/Vancouver
CXI,Cassidy International Airport,Banana,Kiribati,1.986278,-157.350011,Pacific/Kiritimati
CXJ,Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,-29.197183,-51.187647,America/Sao_Paulo
CXL,Calexico International Airport,Calexico,United States,32.6694984436,-115.513000488,America/Los_Angeles
CXM,Camaxilo Airport,Camaxilo,Angola,-8.37361,18.923599,Africa/Luanda
CXN,Candala Airport,Candala,Somalia,11.495627,49.909816,Africa/Mogadishu
CXO,Conroe-North Houston Regional Airport,Houston,United States,30.351801,-95.414497,America/Chicago
CXP,Tunggul Wulung Airport,Cilacap-Java Island,Indonesia,-7.64506,109.033997,Asia/Jakarta
CXR,Cam Ranh International Airport / Cam Ranh Air Base,Nha Trang,Vietnam,11.9982,109.219002,Asia/Ho_Chi_Minh
CXY,Cat Cay Airport,Cat Cay,Bahamas,25.554425,-79.275404,America/Nassau
CYA,Antoine-Simon International Airport,Les Cayes,Haiti,18.271099,-73.7883,America/Port-au-Prince
CYB,Charles Kirkconnell International Airport,Cayman Brac,Cayman Islands,19.687,-79.882797,America/Cayman
CYF,Chefornak Airport,Chefornak,United States,60.136667,-164.279167,America/Nome
CYI,Chiayi Airport,Chiayi City,Taiwan,23.462577,120.390544,Asia/Taipei
CYL,Coyoles Airport,Coyoles,Honduras,15.445556,-86.675278,America/Tegucigalpa
CYO,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,21.6165008545,-81.5459976196,America/Havana
CYP,Calbayog Airport,Calbayog City,Philippines,12.072574,124.54508,Asia/Manila
CYR,Colonia Laguna de Los Patos International Airport,Colonia,Uruguay,-34.456402,-57.770599,America/Montevideo
CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,United States,41.155701,-104.811997,America/Denver
CYT,Yakataga Airport,Yakataga,United States,60.080974,-142.494541,America/Anchorage
CYU,Cuyo Airport,Cuyo,Philippines,10.8581,121.069,Asia/Manila
CYW,Captain Rogelio Castillo National Airport,Celaya,Mexico,20.545998,-100.886539,America/Mexico_City
CYX,Cherskiy Airport,Cherskiy,Russia,68.7406005859375,161.337997436523,Asia/Srednekolymsk
CYZ,Cauayan Airport,Cauayan City,Philippines,16.9298992157,121.752998352,Asia/Manila
CZE,José Leonardo Chirinos Airport,Coro,Venezuela,11.414944,-69.680901,America/Caracas
CZF,Cape Romanzof LRRS Airport,Cape Romanzof,United States,61.78030014,-166.0390015,America/Nome
CZL,Mohamed Boudiaf International Airport,Constantine,Algeria,36.276001,6.62039,Africa/Algiers
CZM,Cozumel International Airport,Cozumel,Mexico,20.514922,-86.928538,America/Cancun
CZS,Cruzeiro do Sul Airport,Cruzeiro Do Sul,Brazil,-7.59991,-72.769501,America/Rio_Branco
CZT,Dimmit County Airport,Carrizo Springs,United States,28.5221996307,-99.823600769,America/Chicago
CZU,Las Brujas Airport,Corozal,Colombia,9.33274,-75.2856,America/Bogota
CZX,Changzhou Benniu International Airport,Changzhou,China,31.920485,119.77546,Asia/Shanghai
DAA,Davison Army Air Field,Fort Belvoir,United States,38.7150001526,-77.1809997559,America/New_York
DAB,Daytona Beach International Airport,Daytona Beach,United States,29.18255,-81.059464,America/New_York
DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,23.843347,90.397783,Asia/Dhaka
DAD,Da Nang International Airport,Da Nang,Vietnam,16.0439,108.198997,Asia/Ho_Chi_Minh
DAG,Barstow Daggett Airport,Daggett,United States,34.85369873,-116.7870026,America/Los_Angeles
DAL,Dallas Love Field,Dallas,United States,32.844776,-96.847653,America/Chicago
DAM,Damascus International Airport,Damascus,Syria,33.4114990234375,36.5155982971191,Asia/Damascus
DAN,Danville Regional Airport,Danville,United States,36.572899,-79.336098,America/New_York
DAO,Dabo Airport,Dabo,Papua New Guinea,-8.43194444444,147.843055556,Pacific/Port_Moresby
DAP,Darchula Airport,Darchula,Nepal,29.668571,80.548199,Asia/Kathmandu
DAR,Julius Nyerere International Airport,Dar es Salaam,Tanzania,-6.873499,39.207288,Africa/Dar_es_Salaam
DAS,Great Bear Lake Airport,Great Bear Lake,Canada,66.703053,-119.716816,America/Edmonton
DAT,Datong Yungang International Airport,Datong,China,40.06139,113.480509,Asia/Shanghai
DAU,Daru Airport,Daru,Papua New Guinea,-9.08676,143.207993,Pacific/Port_Moresby
DAV,Enrique Malek International Airport,David,Panama,8.388983,-82.436425,America/Panama
DAX,Dachuan Airport,Dazhou,China,31.1302,107.4295,Asia/Shanghai
DAY,James M. Cox Dayton International Airport,Dayton,United States,39.902401,-84.219398,America/New_York
DAZ,Darwaz Airport,Darwaz,Afghanistan,38.461798,70.881606,Asia/Dushanbe
DBA,Dalbandin Airport,Dalbandin,Pakistan,28.8782997131,64.3998031616,Asia/Karachi
DBB,El Alamein International Airport,El Alamein,Egypt,30.924324,28.46161,Africa/Cairo
DBM,Debre Markos Airport,Debra Marcos,Ethiopia,10.321501,37.741887,Africa/Addis_Ababa
DBN,W H 'Bud' Barron Airport,Dublin,United States,32.5644,-82.985298,America/New_York
DBO,Dubbo City Regional Airport,Dubbo,Australia,-32.2167015076,148.574996948,Australia/Sydney
DBP,Debepare Airport,Debepare,Papua New Guinea,-6.30861111111,141.905555556,Pacific/Port_Moresby
DBQ,Dubuque Regional Airport,Dubuque,United States,42.402,-90.709503,America/Chicago
DBR,Darbhanga Airport,Darbhanga,India,26.192801,85.916901,Asia/Kolkata
DBT,Debre Tabor Airport,Debre Tabor,Ethiopia,11.884808,38.009241,Africa/Addis_Ababa
DBV,Dubrovnik Ruđer Bošković Airport,Dubrovnik,Croatia,42.562247,18.265543,Europe/Zagreb
DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,America/New_York
DCF,Canefield Airport,Canefield,Dominica,15.336693,-61.392108,America/Dominica
DCI,Decimomannu Air Base,Decimomannu,Italy,39.354198,8.97248,Europe/Rome
DCM,Castres Mazamet Airport,Castres/Mazamet,France,43.556301,2.28918,Europe/Paris
DCU,Pryor Field Regional Airport,Decatur,United States,34.6526985168,-86.9453964233,America/Chicago
DCY,Daocheng Yading Airport,Daocheng County,China,29.31632,100.060317,Asia/Shanghai
DDC,Dodge City Regional Airport,Dodge City,United States,37.7634010314941,-99.9655990600586,America/Chicago
DDD,Dhaalu Atoll Airport,Kudahuvadhoo,Maldives,2.666075,72.887118,Indian/Maldives
DDG,Dandong Langtou International Airport,Dandong,China,40.025453,124.28669,Asia/Shanghai
DDU,Dadu West Airport,Dadu,Pakistan,26.7408008575439,67.6666030883789,Asia/Karachi
DEA,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,29.9610004425049,70.4859008789063,Asia/Karachi
DEB,Debrecen International Airport,Debrecen,Hungary,47.489469,21.616278,Europe/Budapest
DEC,Decatur Airport,Decatur,United States,39.8345985412598,-88.8656997680664,America/Chicago
DED,Dehradun Jolly Grant Airport,Dehradun,India,30.189243,78.176651,Asia/Kolkata
